pingRate(S),cpu%,mem(MB),mem%,
0.01,2.8,22.8,2.4
0.05,2.7,22.8,2.4
0.1,2.6,22.8,2.4
0.5,1.8,22.8,2.4
1,1.5,22.8,2.4
5,0.6,22.8,2.4
10,0.4,22.8,2.4
20,0.2,22.8,2.4
30,0.2,22.8,2.4
40,0.1,22.8,2.4
